epoch,train_loss,val_loss,brake_health_mae,remaining_pad_life_mae,brake_fade_accuracy,maintenance_accuracy,learning_rate,epoch_time_sec
27,0.2942485813617706,0.20073436880111695,1.8841078281402588,1950.354248046875,0.9769,0.9744,0.001,17.576956510543823
28,0.29227216947078705,0.21550616030693054,2.0641331672668457,1717.3038330078125,0.9799,0.9533,0.001,17.14434504508972
29,0.29503735543489457,0.23566713502407075,2.301572322845459,2084.197998046875,0.974,0.9538,0.001,16.234238386154175
30,0.28994036405682566,0.20205649988651275,2.3051629066467285,1956.6800537109375,0.9828,0.9682,0.001,16.756103992462158
31,0.2911095061659813,0.20483326687812806,1.7447023391723633,1720.06640625,0.9776,0.9544,0.001,15.626569032669067
32,0.28333859949707985,0.19716849310398102,1.8978468179702759,1729.899169921875,0.9802,0.964,0.001,15.76251745223999
33,0.2846622825980186,0.21997986004352568,2.0595290660858154,2042.0367431640625,0.973,0.9667,0.001,15.445379257202148
34,0.2886168828189373,0.19846071372032165,2.0415382385253906,1920.358154296875,0.9764,0.9743,0.001,16.083324193954468
35,0.2817732596874237,0.2094988480091095,2.1252005100250244,2075.416259765625,0.9719,0.9747,0.001,17.25951886177063
36,0.2827881919324398,0.21153946690559386,1.978211760520935,1917.270751953125,0.9737,0.9544,0.001,16.53356695175171
37,0.28349559515714645,0.20228998289108277,1.8943969011306763,2109.11376953125,0.9769,0.9695,0.001,16.16576910018921
38,0.28369730972647667,0.21559506168365478,2.0048046112060547,1817.63525390625,0.9766,0.9552,0.0005,17.781216621398926
39,0.269607104575634,0.2079929937839508,2.010564088821411,1961.2672119140625,0.9753,0.9571,0.0005,16.893194913864136
40,0.2698083454728126,0.20868707575798034,2.106383800506592,1839.999755859375,0.9747,0.9597,0.0005,12.456130981445312
41,0.26595951585769656,0.18009256541728974,1.8068352937698364,1692.056396484375,0.9824,0.9711,0.0005,12.133466720581055
42,0.2639082466781139,0.18426890921592712,1.8321703672409058,1684.268798828125,0.9755,0.9718,0.0005,11.679435014724731
43,0.2633844120144844,0.18711268725395203,1.944946050643921,1732.1798095703125,0.9772,0.9661,0.0005,12.931959629058838
44,0.2642205021083355,0.1931279139518738,1.7965809106826782,1730.653564453125,0.9805,0.9598,0.0005,12.04323124885559
45,0.26218546935319903,0.19765425462722777,2.1022019386291504,1833.1883544921875,0.9763,0.9626,0.0005,12.150987386703491
46,0.26237994108200074,0.18758589720726013,1.8608590364456177,1861.191650390625,0.9772,0.9711,0.0005,11.870668172836304
47,0.2658077575266361,0.1763602665424347,1.6997559070587158,1640.816650390625,0.9765,0.9703,0.0005,11.928638935089111
48,0.2622065934896469,0.19364396035671233,1.7539359331130981,1740.0125732421875,0.9771,0.9644,0.0005,13.48137640953064
49,0.2629480477750301,0.18284277210235594,1.8604460954666138,1774.2591552734375,0.9822,0.971,0.0005,20.184678077697754
50,0.26671347950696944,0.17969473259449006,1.8252769708633423,1739.012451171875,0.9809,0.9734,0.0005,16.5045108795166
51,0.261239517724514,0.17223719878196717,1.630612850189209,1593.9627685546875,0.9804,0.9733,0.0005,15.421334981918335
52,0.2601110541522503,0.20130220921039582,1.8444468975067139,1872.0213623046875,0.9803,0.957,0.0005,15.566224098205566
53,0.2609968380212784,0.1933405109643936,1.8505170345306396,1779.5498046875,0.9716,0.9661,0.0005,16.160513401031494
54,0.26394127062559125,0.18211668753623964,1.8270689249038696,1711.69482421875,0.9777,0.9677,0.0005,16.216270685195923
55,0.2607412007510662,0.1857971701145172,1.8887348175048828,1717.673583984375,0.9785,0.9687,0.0005,15.361498832702637
56,0.260147351372242,0.17799628558158875,1.7998361587524414,1694.9952392578125,0.9788,0.9681,0.0005,16.201929569244385
57,0.2595631804227829,0.1877542510986328,2.105184316635132,1851.8984375,0.9806,0.9708,0.00025,17.01444959640503
58,0.25659272090792656,0.17360795731544496,1.6687370538711548,1684.75244140625,0.979,0.9707,0.00025,17.328012943267822
59,0.253170336663723,0.18673012552261353,1.8453378677368164,1811.2569580078125,0.9767,0.9638,0.00025,17.7912540435791
60,0.2525082009732723,0.17593183476924895,1.823930263519287,1724.1187744140625,0.9824,0.9648,0.00025,16.61321210861206
61,0.25213465589880946,0.19414912567138673,1.874535322189331,1681.47705078125,0.9802,0.9582,0.00025,16.5886971950531
62,0.25383028556704523,0.17358080339431764,1.6394908428192139,1666.1090087890625,0.9811,0.9751,0.00025,17.20948600769043
63,0.24994827274084092,0.1776206796169281,1.8354541063308716,1793.8643798828125,0.9812,0.9708,0.000125,17.454747438430786
64,0.24375692397356033,0.18372338738441468,1.898526906967163,1809.0936279296875,0.976,0.9671,0.000125,16.612428426742554
65,0.24908732828497887,0.1714627320766449,1.7788031101226807,1673.8634033203125,0.982,0.9716,0.000125,15.957842350006104
66,0.2478357289135456,0.17896522448062896,1.787962555885315,1819.039794921875,0.9798,0.9738,0.000125,10.437314748764038
67,0.2503755465984345,0.1772200481891632,1.7481003999710083,1672.5545654296875,0.98,0.969,0.000125,10.448062658309937
68,0.24727717118263245,0.1733856294631958,1.857882022857666,1761.97998046875,0.9827,0.9719,0.000125,10.290437698364258
69,0.24784920423030854,0.1862943097114563,1.8425527811050415,1740.531982421875,0.981,0.9574,0.000125,10.27861738204956
70,0.24745284909009935,0.18295702786445617,2.0439491271972656,1948.6424560546875,0.979,0.9703,0.000125,10.3856782913208
71,0.24627901942133903,0.1713305288553238,1.7438395023345947,1650.4466552734375,0.9815,0.9701,0.000125,10.271147966384888
72,0.24251996948719023,0.17139363017082215,1.7488882541656494,1828.5992431640625,0.9816,0.9766,0.000125,10.326456785202026
73,0.24960988575816154,0.16726917705535888,1.735063076019287,1760.21923828125,0.9827,0.9737,0.000125,10.190313816070557
74,0.24313514410853385,0.1635975576877594,1.6766687631607056,1651.8282470703125,0.9831,0.9758,0.000125,10.620441198348999
75,0.2442718254804611,0.1704991327762604,1.764538049697876,1684.439208984375,0.9794,0.9752,0.000125,10.505258798599243
76,0.24701183016300202,0.18127480301856994,1.8038902282714844,1761.4664306640625,0.9787,0.9693,0.000125,10.200850009918213
77,0.24743164637088777,0.18209076766967774,1.8035773038864136,1700.4803466796875,0.9802,0.9614,0.000125,10.313815355300903
78,0.24645658349990845,0.18059540996551512,1.7743737697601318,1870.0166015625,0.9794,0.9743,0.000125,10.410851240158081
79,0.2438993863582611,0.17408793449401855,1.8011808395385742,1704.119384765625,0.9822,0.9666,0.000125,10.226325511932373
80,0.24503881769776345,0.17735546789169312,1.8278146982192993,1758.61279296875,0.9801,0.9695,6.25e-05,10.288570404052734
81,0.24340512355566024,0.1755291127681732,1.6552722454071045,1590.568603515625,0.9785,0.9657,6.25e-05,10.37232780456543
82,0.24823086490631102,0.17470229599475862,1.8494240045547485,1678.2762451171875,0.9828,0.9649,6.25e-05,10.252350330352783
83,0.24480852749347687,0.17715560801029206,1.9041402339935303,1848.8382568359375,0.9785,0.9722,6.25e-05,10.325727939605713
84,0.24430407835841178,0.1672526330947876,1.7340525388717651,1698.77783203125,0.9818,0.9784,6.25e-05,10.294084310531616
85,0.24190860795378685,0.1679970069408417,1.653672218322754,1684.8890380859375,0.9795,0.9744,6.25e-05,10.317497968673706
86,0.24272371348142624,0.17117546088695526,1.6708461046218872,1620.8636474609375,0.98,0.969,3.125e-05,10.629450798034668
87,0.24575059942007066,0.16913858761787415,1.7418785095214844,1714.64599609375,0.9813,0.9774,3.125e-05,16.18302297592163
88,0.24068963570594787,0.1721853199005127,1.7401400804519653,1673.204345703125,0.9805,0.9679,3.125e-05,16.25868511199951
89,0.24323104186058045,0.17479852480888367,1.8157787322998047,1768.06396484375,0.9802,0.9673,3.125e-05,15.624243974685669
