epoch,train_loss,val_loss,brake_health_mae,remaining_pad_life_mae,brake_fade_accuracy,maintenance_accuracy,learning_rate,epoch_time_sec
1,1.1696450865745545,0.5872667783737182,2.3188891410827637,2734.20556640625,0.9212,0.8746,0.001,5.913041830062866
2,0.8565948057174683,0.521073122882843,2.548858165740967,2740.6630859375,0.9198,0.9158,0.001,5.324920654296875
3,0.8002413093566895,0.5441215975761413,2.560838222503662,3868.67041015625,0.92,0.911,0.001,5.436292886734009
4,0.7782108849048615,0.5166424661636353,2.5327460765838623,3315.692626953125,0.922,0.9196,0.001,5.268523216247559
5,0.7609172975063324,0.5560691028594971,3.088780403137207,3709.53515625,0.9218,0.9062,0.001,5.225825309753418
6,0.7513726890087128,0.5214194086074829,2.856731653213501,3377.288330078125,0.9234,0.9104,0.001,5.357221841812134
7,0.7250387548923493,0.531099712562561,3.0863659381866455,3271.198486328125,0.922,0.9172,0.001,5.452664852142334
8,0.7479468513011932,0.5381463130950928,3.067517042160034,3479.052001953125,0.923,0.9258,0.001,5.311764240264893
9,0.724046865940094,0.5276696171760559,3.043808937072754,3059.528564453125,0.9222,0.916,0.001,5.410752296447754
10,0.7114337757110596,0.5239286503791809,2.903423547744751,3560.197509765625,0.9216,0.9148,0.0005,5.246999263763428
11,0.7070486619949341,0.5153213714599609,2.9407575130462646,3335.568359375,0.923,0.9306,0.0005,5.1896445751190186
12,0.6847591512680054,0.47913884992599487,2.6393070220947266,2788.2626953125,0.9248,0.925,0.0005,5.155215501785278
13,0.6881109628200531,0.49475374641418457,2.548659086227417,2976.529541015625,0.9236,0.92,0.0005,5.1841139793396
14,0.6859941303253174,0.5037936212539673,2.583000421524048,3237.518310546875,0.9222,0.921,0.0005,5.342913866043091
15,0.6896113471508026,0.48044850244522097,2.458157777786255,2627.96337890625,0.9232,0.922,0.0005,5.1589744091033936
16,0.6659270058631896,0.49340204849243163,2.6190168857574463,2651.5791015625,0.9206,0.9228,0.0005,5.214718580245972
17,0.6723760410308838,0.4850424984931946,2.4712133407592773,2984.214599609375,0.9214,0.9282,0.0005,5.217739105224609
18,0.6816074125289917,0.4852141933441162,2.6698291301727295,2984.40087890625,0.9218,0.9302,0.00025,5.216195583343506
19,0.6488397367477416,0.4758369026184082,2.4199721813201904,2752.039794921875,0.9202,0.929,0.00025,5.196211099624634
20,0.6623444633960723,0.47362591133117676,2.4575037956237793,2716.48291015625,0.922,0.928,0.00025,5.330028057098389
21,0.6579373564243317,0.49315727291107175,2.7229888439178467,3033.108642578125,0.9244,0.932,0.00025,6.904131650924683
22,0.6602925942897797,0.4718440019607544,2.3914828300476074,2666.675537109375,0.9224,0.929,0.00025,5.794123411178589
23,0.6522006953716278,0.48648417568206787,2.5938639640808105,2783.10546875,0.9212,0.926,0.00025,5.457935810089111
